population_group,measure,location,sex,age,cause,metric,year,val,upper,lower
All Population,Prevalence,Mozambique,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0371986065257467,0.042853280290509,0.0315034281452891
All Population,Prevalence,Taiwan,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,73364.14943453748,84178.42898033751,59438.64275536653
All Population,Prevalence,Taiwan,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,147862.28764066595,172075.56027247908,121697.399705505
All Population,Prevalence,Taiwan,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,221226.43707520337,254277.0328030848,181642.85227583605
All Population,Prevalence,Taiwan,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0263549161059748,0.0302383887619745,0.0213536577518145
All Population,Prevalence,Taiwan,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0455628739947364,0.0530260941386256,0.0375028348134539
All Population,Prevalence,Taiwan,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0366941164153746,0.0421791125672617,0.0301293226762262
All Population,Prevalence,Timor-Leste,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,1272.5859689580914,1490.5982735155008,1073.8923153393705
All Population,Prevalence,Timor-Leste,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,1648.8996028610484,1937.447629709932,1371.507039658843
All Population,Prevalence,Timor-Leste,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,2921.4855718191407,3396.385747682298,2458.056917627473
All Population,Prevalence,Timor-Leste,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0245516732573244,0.0287573903508052,0.0207185834466187
All Population,Prevalence,Timor-Leste,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.030593733176097,0.0359468271016269,0.025447473341057
All Population,Prevalence,Timor-Leste,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0276316686331667,0.0321223678929697,0.0232476426455339
All Population,Prevalence,Guyana,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,1238.1414471708672,1438.6943579241954,1045.8338972419008
All Population,Prevalence,Guyana,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,1882.899838263089,2204.5093197675283,1608.010303176457
All Population,Prevalence,Guyana,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,3121.0412854339547,3632.5029092094246,2647.978039494067
All Population,Prevalence,Guyana,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0291628049016743,0.0338873436687398,0.0246330320903215
All Population,Prevalence,Guyana,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0385298998233787,0.0451107428703831,0.0329039471863292
All Population,Prevalence,Guyana,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0341752062769938,0.0397746485933908,0.0289949308020365
All Population,Prevalence,Colombia,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,131891.78683324603,152838.63118590685,111722.04282566105
All Population,Prevalence,Colombia,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,220596.8990401017,254545.6924180336,189316.2976409025
All Population,Prevalence,Colombia,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,352488.68587334745,405097.5486042904,300815.34198406024
All Population,Prevalence,Colombia,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0392648762312179,0.0455032354184317,0.0332594633476079
All Population,Prevalence,Colombia,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0522377176811717,0.060276735306755,0.0448301211370719
All Population,Prevalence,Colombia,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0464903806311805,0.0534312582588532,0.0396743291631057
All Population,Prevalence,Eswatini,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,787.302782914692,912.9881086221149,661.5087654837398
All Population,Prevalence,Eswatini,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,2322.845053584782,2716.952952309154,1962.151877524681
All Population,Prevalence,Eswatini,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,3110.1478364994723,3613.548330799736,2624.653475817487
All Population,Prevalence,Eswatini,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0235140934245481,0.027267202599237,0.0197572644842375
All Population,Prevalence,Eswatini,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.044468881688531,0.0520138341294182,0.0375628312294575
All Population,Prevalence,Eswatini,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0362837149091842,0.0421555598529425,0.0306197178611801
All Population,Prevalence,Cabo Verde,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,433.8793339530235,500.6654028111601,362.96629111776735
All Population,Prevalence,Cabo Verde,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,1161.324876806468,1345.050987382711,987.352046572268
All Population,Prevalence,Cabo Verde,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,1595.204210759492,1836.540522254399,1352.9308798641432
All Population,Prevalence,Cabo Verde,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0202066793114156,0.0233128735662426,0.0169045755852727
All Population,Prevalence,Cabo Verde,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0387510242240062,0.0448801501948981,0.0329446993334804
All Population,Prevalence,Cabo Verde,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0310103947629118,0.0356998222133348,0.0262983065469912
All Population,Prevalence,Egypt,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,123278.17543740231,141200.02845987736,105696.98809528464
All Population,Prevalence,Egypt,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,148468.08168916567,168745.25083693126,126045.08103686344
All Population,Prevalence,Egypt,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,271746.2571265681,309544.3690215539,233103.68941270016
All Population,Prevalence,Egypt,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.028616362492556,0.0327768332183984,0.0245356196293258
All Population,Prevalence,Egypt,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0381425684447408,0.0433522248642226,0.0323825344118685
All Population,Prevalence,Egypt,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0331381218135553,0.0377477120609083,0.0284262720643437
All Population,Prevalence,Seychelles,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,144.6337774896186,168.07896451632968,121.69602941427156
All Population,Prevalence,Seychelles,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,285.85730121997415,330.2038649714727,239.56649891350136
All Population,Prevalence,Seychelles,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,430.4910787095925,494.3602363092172,360.23596173098883
All Population,Prevalence,Seychelles,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0190349049466265,0.0221190897110299,0.0160171128471137
All Population,Prevalence,Seychelles,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.035250050304288,0.0407181358889179,0.0295434589722518
All Population,Prevalence,Seychelles,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0274062685011424,0.0314720056862067,0.0229329123176408
All Population,Prevalence,Antigua and Barbuda,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,225.25006458678396,261.4272383030247,190.1946051257289
All Population,Prevalence,Antigua and Barbuda,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,357.5747565843353,414.9635302339152,304.9227364121731
All Population,Prevalence,Antigua and Barbuda,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,582.8248211711192,672.7135318825899,495.41261935186907
All Population,Prevalence,Antigua and Barbuda,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0322468804888965,0.0374263173671547,0.0272275757496177
All Population,Prevalence,Antigua and Barbuda,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0447979011222142,0.051988806488718,0.0382009525795244
All Population,Prevalence,Antigua and Barbuda,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0389403265149174,0.0449448303425581,0.033099267496852
All Population,Prevalence,Estonia,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,4674.261520175142,5479.458128367137,3900.035248504435
All Population,Prevalence,Estonia,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,13132.281176234254,15332.349640462322,10978.86237191437
All Population,Prevalence,Estonia,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,17806.542696409397,20769.824673100527,14918.864095937524
All Population,Prevalence,Estonia,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0341174301436996,0.0399952400922151,0.0284668121895829
All Population,Prevalence,Estonia,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0582074304269435,0.0679576476968861,0.0486667387233146
All Population,Prevalence,Estonia,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0491056676309952,0.0572780289375899,0.0411416347821653
All Population,Prevalence,Uganda,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,18522.872278709925,21456.05578583108,15538.209366353063
All Population,Prevalence,Uganda,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,43496.25394412928,50418.78493862045,36891.07612283469
All Population,Prevalence,Uganda,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,62019.126222839215,71633.62122201658,52414.735322412285
All Population,Prevalence,Uganda,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0234754539281973,0.027191113413019,0.0196924262520093
All Population,Prevalence,Uganda,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0420106467186523,0.0486954339038596,0.0356313521224417
All Population,Prevalence,Uganda,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0339943687447736,0.0392644536874286,0.0287300060792611
All Population,Prevalence,Bosnia and Herzegovina,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,11412.93236594464,13174.710214749128,9357.370781727244
All Population,Prevalence,Bosnia and Herzegovina,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,21478.406965135346,24758.658744330285,17739.577418676672
All Population,Prevalence,Bosnia and Herzegovina,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,32891.339331079995,37900.08746394028,27244.593653745244
All Population,Prevalence,Bosnia and Herzegovina,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0303550412568641,0.0350394128833943,0.0248868127592967
All Population,Prevalence,Bosnia and Herzegovina,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0446222121516031,0.0514325192188297,0.0368572138761293
All Population,Prevalence,Bosnia and Herzegovina,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.038365284642135,0.0442037820908068,0.0317809987951556
All Population,Prevalence,Mauritius,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,2364.755833780666,2738.324742927278,2017.6674636816003
All Population,Prevalence,Mauritius,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,4453.361677457984,5134.000323117682,3751.450550102388
All Population,Prevalence,Mauritius,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,6818.117511238647,7838.458789745071,5769.840405797399
All Population,Prevalence,Mauritius,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0209227866113323,0.0242270605623694,0.0178523486446684
All Population,Prevalence,Mauritius,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0319980298449918,0.0368881448891398,0.0269553835641471
All Population,Prevalence,Mauritius,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0270346615302578,0.0310802544386857,0.0228779202790423
All Population,Prevalence,Mali,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,10958.7207864783,12671.258459144688,9373.763551151798
All Population,Prevalence,Mali,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,14557.86076259716,16809.774072434142,12299.904648724496
All Population,Prevalence,Mali,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,25516.58154907546,29350.897452885507,21721.74902864859
All Population,Prevalence,Mali,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.018902070430174,0.0218553917479867,0.0161691150217092
All Population,Prevalence,Mali,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0284126532322071,0.0328075669135733,0.0240063620443826
All Population,Prevalence,Mali,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0233639351084598,0.0268751212421527,0.0198896017493263
All Population,Prevalence,Equatorial Guinea,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,543.028933828385,626.380972287843,456.58663090477535
All Population,Prevalence,Equatorial Guinea,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,1797.918554746877,2082.948510567412,1515.5980962177175
All Population,Prevalence,Equatorial Guinea,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,2340.94748857526,2705.640381470138,1965.6319256003776
All Population,Prevalence,Equatorial Guinea,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0271123425353205,0.0312700460485649,0.0227957826010551
All Population,Prevalence,Equatorial Guinea,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0531256979174957,0.0615474070807838,0.0447835533488561
All Population,Prevalence,Equatorial Guinea,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0434542255173133,0.0502243269475808,0.0364873814294171
All Population,Prevalence,Northern Mariana Islands,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,51.96238883800489,61.086735836479534,42.987085665199295
All Population,Prevalence,Northern Mariana Islands,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,66.41677844749788,77.66227946435922,56.27470859472788
All Population,Prevalence,Northern Mariana Islands,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,118.37916728550276,137.10130199574738,99.47390469552616
All Population,Prevalence,Northern Mariana Islands,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0159545560376151,0.0187570745430301,0.0131977621623302
All Population,Prevalence,Northern Mariana Islands,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0247756535965959,0.0289724913198195,0.0209917749981242
All Population,Prevalence,Northern Mariana Islands,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0199371159594863,0.0230908692207388,0.0167522023926655
All Population,Prevalence,Democratic Republic of the Congo,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,45417.991174990086,52304.79342961132,38887.37596204775
All Population,Prevalence,Democratic Republic of the Congo,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,126154.32108592655,146977.39471809677,107952.29309444292
All Population,Prevalence,Democratic Republic of the Congo,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,171572.31226091657,199395.79965680788,146478.4616840641
All Population,Prevalence,Democratic Republic of the Congo,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0229969179893034,0.026483192601102,0.0196901216818343
All Population,Prevalence,Democratic Republic of the Congo,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0494920961011374,0.0576610901427006,0.0423506470179828
All Population,Prevalence,Democratic Republic of the Congo,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.037925426000262,0.0440783707185945,0.0323784366904926
All Population,Prevalence,Rwanda,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,6874.851444168811,8026.547361358005,5800.770525064594
All Population,Prevalence,Rwanda,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,19134.460664567727,21889.64622573495,16151.61597716917
All Population,Prevalence,Rwanda,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,26009.312108736533,29838.510144976368,22136.731855822734
All Population,Prevalence,Rwanda,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0194794218199204,0.0227410870441448,0.016435000141576
All Population,Prevalence,Rwanda,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0378588298850464,0.0433084316464521,0.0319562375208469
All Population,Prevalence,Rwanda,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0303016994874529,0.0347595284357612,0.0257884346159987
All Population,Prevalence,Gabon,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,2050.9921813770734,2374.0399306990867,1728.8851139880069
All Population,Prevalence,Gabon,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,4341.988596376358,5009.314988396487,3691.480667360896
All Population,Prevalence,Gabon,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,6392.980777753436,7359.821337801426,5455.554633480151
All Population,Prevalence,Gabon,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0282831334893669,0.0327354001887536,0.0238427516295384
All Population,Prevalence,Gabon,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0594457642354844,0.0685818651580562,0.0505393060578618
All Population,Prevalence,Gabon,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0439206179533026,0.0505645985550877,0.0374797426684442
All Population,Prevalence,Republic of Korea,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,226235.10106983563,258397.97347895324,191440.0165635749
All Population,Prevalence,Republic of Korea,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,431207.87580980017,491361.17916393705,366351.0410335364
All Population,Prevalence,Republic of Korea,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,657442.976879636,745856.9387174958,560246.3496266325
All Population,Prevalence,Republic of Korea,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0361167205021253,0.0412577660007623,0.030562544379739
All Population,Prevalence,Republic of Korea,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0582827075824284,0.0664196277921668,0.049514238858292
All Population,Prevalence,Republic of Korea,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0481200603790856,0.0545860537717682,0.0409975650728626
All Population,Prevalence,Azerbaijan,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,15872.22996949622,18287.309128194596,13461.220530283055
All Population,Prevalence,Azerbaijan,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,26350.011892506383,30288.874869540006,22501.552396233463
All Population,Prevalence,Azerbaijan,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,42222.24186200262,48259.70580067528,36241.847963339664
All Population,Prevalence,Azerbaijan,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.023884245273595,0.0275207364370508,0.0202538637033663
All Population,Prevalence,Azerbaijan,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0321968481130154,0.037012326081907,0.0274941679612453
All Population,Prevalence,Azerbaijan,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0284717599771348,0.0325435927498725,0.0244376800522035
All Population,Prevalence,Germany,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,712480.2740462807,811274.8080548579,614272.6244333884
All Population,Prevalence,Germany,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,1346331.4591393447,1503569.2031392783,1165038.775760235
All Population,Prevalence,Germany,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,2058811.7331856252,2311303.094563681,1789471.2977232658
All Population,Prevalence,Germany,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.062244309179358,0.0708714570737034,0.0536706147228612
All Population,Prevalence,Germany,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0982048790114717,0.1096720175020464,0.0849971826021168
All Population,Prevalence,Germany,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0818420098970655,0.0918753012677845,0.0711531870467925
All Population,Prevalence,Costa Rica,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,14151.340319155826,16355.652486873842,11992.635810873058
All Population,Prevalence,Costa Rica,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,20682.14931364815,24070.24439520667,17660.121306651414
All Population,Prevalence,Costa Rica,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,34833.489632804005,40383.30984441263,29731.853960167053
All Population,Prevalence,Costa Rica,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0375642358102853,0.0434138889369333,0.0318327978184036
All Population,Prevalence,Costa Rica,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.050001940329199,0.0581936913542565,0.0426959003953077
All Population,Prevalence,Costa Rica,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0440734588324707,0.0510956946855328,0.0376187361081801
All Population,Prevalence,Bahamas,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,705.7040268805586,811.196253035392,606.8473239530368
All Population,Prevalence,Bahamas,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,1173.5379102479417,1366.9916085850523,1006.78729693731
All Population,Prevalence,Bahamas,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,1879.2419371285005,2173.0574224374704,1614.0259463611503
All Population,Prevalence,Bahamas,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0290219998371451,0.0333634719058173,0.0249557151082563
All Population,Prevalence,Bahamas,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0387332257151827,0.0451174275360945,0.0332288713073948
All Population,Prevalence,Bahamas,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0344094399355653,0.0397878503292873,0.0295533843550986
All Population,Prevalence,Spain,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,205570.53262093436,238618.85629161663,172499.810448846
All Population,Prevalence,Spain,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,411676.3891282543,476110.0236656806,342305.7339636311
All Population,Prevalence,Spain,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,617246.9217491883,711454.2721910251,513983.6153705628
All Population,Prevalence,Spain,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0359648122391388,0.0417521822308229,0.0301829489512399
All Population,Prevalence,Spain,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.058356845999295,0.0674994758720947,0.0485285213061041
All Population,Prevalence,Spain,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0483343969763599,0.0557117609899688,0.0402504693928705
All Population,Prevalence,New Zealand,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,29933.873814591618,35073.241614447485,24539.54976936968
All Population,Prevalence,New Zealand,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,47470.82022475734,55347.63048978776,39277.63179611529
All Population,Prevalence,New Zealand,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,77404.69403934905,89977.28984328885,64329.3274721697
All Population,Prevalence,New Zealand,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0553376943570491,0.0648410874260043,0.045365902264227
All Population,Prevalence,New Zealand,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.078914513847668,0.0920065986580337,0.065297498510483
All Population,Prevalence,New Zealand,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0677515603642378,0.0787571561722701,0.0563068472213987
All Population,Prevalence,Oman,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,3041.422427464719,3532.848049811893,2484.853574764874
All Population,Prevalence,Oman,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,4497.957229071062,5168.276048848191,3856.7862499114462
All Population,Prevalence,Oman,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,7539.379656535781,8649.995918150054,6376.87723611236
All Population,Prevalence,Oman,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0254426037032964,0.029551695250485,0.0207865436583823
All Population,Prevalence,Oman,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0419847119035528,0.0482411323413556,0.0360001037123098
All Population,Prevalence,Oman,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0332609291449481,0.0381588205365862,0.0281347227425857
All Population,Prevalence,Paraguay,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,12962.243446932704,15039.851793129856,10963.193100323131
All Population,Prevalence,Paraguay,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,20742.174022277435,23899.38324981673,17645.82332029922
All Population,Prevalence,Paraguay,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,33704.41746921016,38988.22662445904,28682.29508075834
All Population,Prevalence,Paraguay,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0404109222656661,0.0468899588568373,0.0341778150648318
All Population,Prevalence,Paraguay,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0549891781420335,0.0633579953410487,0.0467804095638307
All Population,Prevalence,Paraguay,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0482895143891189,0.055863100429237,0.0410938174830349
All Population,Prevalence,Portugal,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,70674.67443999756,83468.41990335261,58208.55382042535
All Population,Prevalence,Portugal,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,97297.106531242,113740.0054884546,80257.54478959068
All Population,Prevalence,Portugal,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,167971.78097123958,195768.69697405648,138907.81046034815
All Population,Prevalence,Portugal,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0505480329738184,0.0596947899151216,0.0416337738612429
All Population,Prevalence,Portugal,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0539829781726001,0.0631115955824637,0.0445279381104738
All Population,Prevalence,Portugal,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0524824040890368,0.061172420301441,0.0434035733109451
All Population,Prevalence,Trinidad and Tobago,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,3727.780434118813,4343.899729364938,3159.577544578803
All Population,Prevalence,Trinidad and Tobago,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,5850.418324146015,6902.628918390513,4898.851285283414
All Population,Prevalence,Trinidad and Tobago,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,9578.198758264827,11156.467578522848,8073.993347052081
All Population,Prevalence,Trinidad and Tobago,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0297538580732382,0.0346714047929298,0.0252182233049079
All Population,Prevalence,Trinidad and Tobago,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0412084727578357,0.0486191617600486,0.0345058556681321
All Population,Prevalence,Trinidad and Tobago,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.035838700150213,0.0417441458133403,0.030210220730439
All Population,Prevalence,Lao People's Democratic Republic,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,6158.360229804118,7169.6797472910985,5249.294388144772
All Population,Prevalence,Lao People's Democratic Republic,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,8608.064526667753,9844.510088418325,7307.155291950717
All Population,Prevalence,Lao People's Democratic Republic,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,14766.424756471864,17017.975600353828,12585.114824062091
All Population,Prevalence,Lao People's Democratic Republic,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.022094940549155,0.0257236846694117,0.0188309656223229
All Population,Prevalence,Lao People's Democratic Republic,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0291808355638237,0.0333704876886583,0.0247699067139662
All Population,Prevalence,Lao People's Democratic Republic,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0257383455719955,0.0296650672991933,0.0219347059639049
All Population,Prevalence,Belarus,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,22113.880993725623,25379.168637605897,18584.966564870687
All Population,Prevalence,Belarus,Female,60+ years,Alzheimer's disease and other dementias,Number,2023,66936.09955177947,76813.10334794722,56106.54936520601
All Population,Prevalence,Belarus,Both,60+ years,Alzheimer's disease and other dementias,Number,2023,89049.98054550511,102207.12897777362,74551.24497706772
All Population,Prevalence,Belarus,Male,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0258857449362106,0.029707510814588,0.0217552826087896
All Population,Prevalence,Belarus,Female,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0458955659431596,0.0526684268519702,0.0384696165511992
All Population,Prevalence,Belarus,Both,60+ years,Alzheimer's disease and other dementias,Percent,2023,0.0385042413669987,0.0441935616370901,0.0322354624807052
All Population,Prevalence,Palestine,Male,60+ years,Alzheimer's disease and other dementias,Number,2023,4593.977930085671,5302.119727198282,3829.5490372715367
